date,index_100
2025-06-11,96.22084440507825
2025-06-12,95.34986713906113
2025-06-13,94.90699734278124
2025-06-16,95.36462946560378
2025-06-17,95.11366991437852
2025-06-18,95.03985828166519
2025-06-19,94.1984056687334
2025-06-20,94.50841452612931
2025-06-23,94.30174195453205
2025-06-24,95.33510481251845
2025-06-25,95.27605550634782
2025-06-26,95.33510481251845
2025-06-27,96.02893416002362
2025-06-30,95.79273693534101
2025-07-01,95.6451136699144
2025-07-02,95.89607322113966
2025-07-03,96.85562444641276
2025-07-04,96.1617950989076
2025-07-07,96.47180395630352
2025-07-08,96.50132860938886
2025-07-09,96.76705048715678
2025-07-10,97.43135518157663
2025-07-11,96.89991142604075
2025-07-14,97.01801003838206
2025-07-15,97.60850310008858
2025-07-16,96.25036905816357
2025-07-17,98.19899616179511
2025-07-18,97.85946265131386
2025-07-21,97.97756126365516
2025-07-22,97.34278122232064
2025-07-23,98.21375848833776
2025-07-24,98.3613817537644
2025-07-25,98.46471803956305
2025-07-28,99.30617065249483
2025-07-29,99.70475346914675
2025-07-30,100.16238559196928
2025-07-31,100.31000885739594
2025-08-01,97.46087983466194
2025-08-04,98.49424269264837
2025-08-05,98.33185710067907
2025-08-06,98.50900501919104
2025-08-07,98.83377620312962
2025-08-08,99.05521110126956
2025-08-11,99.6752288160614
2025-08-12,99.66046648951877
2025-08-13,99.86713906111605
2025-08-14,100.3247711839386
2025-08-15,100.0
2025-08-18,100.23619722468263
2025-08-19,100.25095955122526
2025-08-20,99.70475346914675
2025-08-21,100.044286979628
2025-08-22,100.67906702096252
2025-08-25,100.5609684086212
2025-08-26,100.36905816356658
2025-08-27,100.98907587835843
2025-08-28,100.78240330676114
2025-08-29,100.0
2025-09-01,100.29524653085326
2025-09-02,99.20283436669621
2025-09-03,99.86713906111605
2025-09-04,100.59049306170652
2025-09-05,100.05904930617066
2025-09-08,100.70859167404784
2025-09-09,100.81192795984649
2025-09-10,101.402421021553
2025-09-11,102.08148804251552
2025-09-12,102.11101269560083
2025-09-15,102.28816061411281
2025-09-16,101.5205196338943
2025-09-17,101.59433126660761
2025-09-18,102.56864481842341
2025-09-19,102.62769412459404
2025-09-22,102.804842043106
2025-09-23,102.98198996161796
2025-09-24,102.849129022734
2025-09-25,102.70150575730734
2025-09-26,102.6424564511367
2025-09-29,103.0410392677886
2025-09-30,102.93770298198996
2025-10-01,103.70534396220845
2025-10-02,104.11868910540304
2025-10-03,104.5615589016829
2025-10-06,104.94537939179216
2025-10-07,104.73870682019488
2025-10-08,105.66873339238265
2025-10-09,105.66873339238265
2025-10-10,103.42485975789786
2025-10-13,104.39917330971362
2025-10-14,103.95630351343372
2025-10-15,104.57632122822558
2025-10-16,104.62060820785356
2025-10-17,103.41009743135518
2025-10-20,105.29967522881607
2025-10-21,105.63920873929733
2025-10-22,105.09300265721879
2025-10-23,105.55063478004134
2025-10-24,106.3625627398878
2025-10-27,107.05639208739296
2025-10-28,107.18925302627696
2025-10-29,107.46973723058755
2025-10-30,107.51402421021554
