date,index_100_eur,index_100_usd,index_100_gbp
2025-06-18,-52536.975939399614,-355.1189679993063,-515.310110235458
2025-06-19,-52071.83029967521,-350.23662068350507,-510.022718747525
2025-06-20,-52243.199745889455,-352.9171250921803,-511.84757067698865
2025-06-23,-52128.95344841329,-353.2043219931098,-511.2860777756151
2025-06-24,-52700.184935794154,-359.18759076247403,-515.3569013105724
2025-06-25,-52667.54313651525,-359.09185846216417,-515.5440656110303
2025-06-26,-52700.184935794154,-361.86809517114915,-514.888990559428
2025-06-27,-53083.726077321306,-364.8836626309088,-519.8488445215598
2025-06-30,-52953.15888020568,-364.8836626309088,-520.5507106482765
2025-07-01,-52871.55438200841,-365.31445798230294,-520.5975017233911
2025-07-02,-53010.28202894375,-366.41537943586593,-526.1188485868964
2025-07-03,-53540.71126722599,-369.47881304578044,-528.6455666430768
2025-07-04,-53157.17012569884,-367.32483628880937,-526.3995950375831
2025-07-07,-53328.53957191308,-366.94190708757003,-526.1188485868964
2025-07-08,-53344.86047155254,-366.2239148352463,-527.4757897652155
2025-07-09,-53491.74856830763,-367.32483628880937,-528.5519844928479
2025-07-10,-53858.96881019532,-368.9044192439215,-531.7337776006307
2025-07-11,-53565.192616685155,-367.27697013865446,-531.8273597508595
2025-07-14,-53630.47621524298,-367.75563164020355,-534.4476599572688
2025-07-15,-53956.89420803204,-367.2291039884995,-536.4128851120757
2025-07-16,-53206.132824617205,-365.31445798230294,-530.6107917978837
2025-07-17,-54283.31220082111,-369.0480176943862,-537.9569905908527
2025-07-18,-54095.62185496741,-369.8617422470198,-537.9101995157382
2025-07-21,-54160.90545352521,-371.9199867036811,-538.4716924171116
2025-07-22,-53810.00611127696,-370.4361360488788,-536.225720811618
2025-07-23,-54291.47265064083,-373.40383735848343,-538.0037816659672
2025-07-24,-54373.07714883809,-375.50994796529966,-542.4021427267256
2025-07-25,-54430.200297576186,-374.6483572625111,-545.1160250833639
2025-07-28,-54895.345937300604,-374.16969576096204,-545.3967715340506
2025-07-29,-55115.67808243322,-372.92517585693423,-546.7069216372553
2025-07-30,-55368.652026844735,-372.49438050554005,-548.2510271160321
2025-07-31,-55450.256525042,-372.0635851541458,-549.7015504445801
2025-08-01,-53875.28970983478,-364.97939493121856,-538.4716924171116
2025-08-04,-54446.52119721565,-369.67027764640017,-543.8058749801593
2025-08-05,-54356.75624919863,-369.38308074547064,-543.057217778328
2025-08-06,-54454.681647035366,-371.87212055352614,-544.835278632677
2025-08-07,-54634.21154306935,-372.9730420070892,-543.4783374543581
2025-08-08,-54756.618290365244,-374.79195571297595,-544.7416964824482
2025-08-11,-55099.357182793756,-374.9834203135956,-546.6133394870263
2025-08-12,-55091.19673297404,-377.4724601216511,-545.864682285195
2025-08-13,-55205.44303045022,-379.77003532908697,-546.9408770128274
2025-08-14,-55458.416974861735,-378.7648461758337,-546.8005037874841
2025-08-15,-55278.887078827735,-379.8179014792418,-546.9408770128274
2025-08-18,-55409.45427594337,-379.38710612784774,-548.6721467920622
2025-08-19,-55417.6147257631,-379.3392399776927,-549.3272218436645
2025-08-20,-55115.67808243322,-377.0895309204118,-547.2684145386286
2025-08-21,-55303.36842828692,-377.04166477025683,-548.85931109252
2025-08-22,-55654.26777053517,-382.5941381882269,-552.4154328012183
2025-08-25,-55588.98417197736,,
2025-08-26,-55482.8983243209,-379.14777537707306,-550.0758790454956
2025-08-27,-55825.63721674942,-380.20083068048126,-551.9475220500738
